prompt,other_prompt,classes,answer_index,indices,anchor_scale,kshot,preprompt,reverse,type
"Q: How many feet are in a mile?
A:  5280
B:  5275

Answer:","Random number: 5275.
Q: How many feet are in a mile?
A:  5280
B:  5275

Answer:","[' 5280', ' 5275']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5275
B:  5280

Answer:","Random number: 5275.
Q: How many feet are in a mile?
A:  5275
B:  5280

Answer:","[' 5275', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5276

Answer:","Random number: 5276.
Q: How many feet are in a mile?
A:  5280
B:  5276

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5276
B:  5280

Answer:","Random number: 5276.
Q: How many feet are in a mile?
A:  5276
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5276

Answer:","Random number: 5276.
Q: How many feet are in a mile?
A:  5280
B:  5276

Answer:","[' 5280', ' 5276']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5276
B:  5280

Answer:","Random number: 5276.
Q: How many feet are in a mile?
A:  5276
B:  5280

Answer:","[' 5276', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5277

Answer:","Random number: 5277.
Q: How many feet are in a mile?
A:  5280
B:  5277

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5277
B:  5280

Answer:","Random number: 5277.
Q: How many feet are in a mile?
A:  5277
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5277

Answer:","Random number: 5277.
Q: How many feet are in a mile?
A:  5280
B:  5277

Answer:","[' 5280', ' 5277']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5277
B:  5280

Answer:","Random number: 5277.
Q: How many feet are in a mile?
A:  5277
B:  5280

Answer:","[' 5277', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5278

Answer:","Random number: 5278.
Q: How many feet are in a mile?
A:  5280
B:  5278

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5278
B:  5280

Answer:","Random number: 5278.
Q: How many feet are in a mile?
A:  5278
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5278

Answer:","Random number: 5278.
Q: How many feet are in a mile?
A:  5280
B:  5278

Answer:","[' 5280', ' 5278']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5278
B:  5280

Answer:","Random number: 5278.
Q: How many feet are in a mile?
A:  5278
B:  5280

Answer:","[' 5278', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5282

Answer:","Random number: 5282.
Q: How many feet are in a mile?
A:  5280
B:  5282

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5282
B:  5280

Answer:","Random number: 5282.
Q: How many feet are in a mile?
A:  5282
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5282

Answer:","Random number: 5282.
Q: How many feet are in a mile?
A:  5280
B:  5282

Answer:","[' 5280', ' 5282']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5282
B:  5280

Answer:","Random number: 5282.
Q: How many feet are in a mile?
A:  5282
B:  5280

Answer:","[' 5282', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5283

Answer:","Random number: 5283.
Q: How many feet are in a mile?
A:  5280
B:  5283

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5283
B:  5280

Answer:","Random number: 5283.
Q: How many feet are in a mile?
A:  5283
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5283

Answer:","Random number: 5283.
Q: How many feet are in a mile?
A:  5280
B:  5283

Answer:","[' 5280', ' 5283']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5283
B:  5280

Answer:","Random number: 5283.
Q: How many feet are in a mile?
A:  5283
B:  5280

Answer:","[' 5283', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5284

Answer:","Random number: 5284.
Q: How many feet are in a mile?
A:  5280
B:  5284

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5284
B:  5280

Answer:","Random number: 5284.
Q: How many feet are in a mile?
A:  5284
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5284

Answer:","Random number: 5284.
Q: How many feet are in a mile?
A:  5280
B:  5284

Answer:","[' 5280', ' 5284']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5284
B:  5280

Answer:","Random number: 5284.
Q: How many feet are in a mile?
A:  5284
B:  5280

Answer:","[' 5284', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5285

Answer:","Random number: 5285.
Q: How many feet are in a mile?
A:  5280
B:  5285

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5285
B:  5280

Answer:","Random number: 5285.
Q: How many feet are in a mile?
A:  5285
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5285

Answer:","Random number: 5285.
Q: How many feet are in a mile?
A:  5280
B:  5285

Answer:","[' 5280', ' 5285']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5285
B:  5280

Answer:","Random number: 5285.
Q: How many feet are in a mile?
A:  5285
B:  5280

Answer:","[' 5285', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5286

Answer:","Random number: 5286.
Q: How many feet are in a mile?
A:  5280
B:  5286

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5286
B:  5280

Answer:","Random number: 5286.
Q: How many feet are in a mile?
A:  5286
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5286

Answer:","Random number: 5286.
Q: How many feet are in a mile?
A:  5280
B:  5286

Answer:","[' 5280', ' 5286']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5286
B:  5280

Answer:","Random number: 5286.
Q: How many feet are in a mile?
A:  5286
B:  5280

Answer:","[' 5286', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5287

Answer:","Random number: 5287.
Q: How many feet are in a mile?
A:  5280
B:  5287

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5287
B:  5280

Answer:","Random number: 5287.
Q: How many feet are in a mile?
A:  5287
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5287

Answer:","Random number: 5287.
Q: How many feet are in a mile?
A:  5280
B:  5287

Answer:","[' 5280', ' 5287']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5287
B:  5280

Answer:","Random number: 5287.
Q: How many feet are in a mile?
A:  5287
B:  5280

Answer:","[' 5287', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5288

Answer:","Random number: 5288.
Q: How many feet are in a mile?
A:  5280
B:  5288

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5288
B:  5280

Answer:","Random number: 5288.
Q: How many feet are in a mile?
A:  5288
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5288

Answer:","Random number: 5288.
Q: How many feet are in a mile?
A:  5280
B:  5288

Answer:","[' 5280', ' 5288']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5288
B:  5280

Answer:","Random number: 5288.
Q: How many feet are in a mile?
A:  5288
B:  5280

Answer:","[' 5288', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5289

Answer:","Random number: 5289.
Q: How many feet are in a mile?
A:  5280
B:  5289

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5289
B:  5280

Answer:","Random number: 5289.
Q: How many feet are in a mile?
A:  5289
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5289

Answer:","Random number: 5289.
Q: How many feet are in a mile?
A:  5280
B:  5289

Answer:","[' 5280', ' 5289']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5289
B:  5280

Answer:","Random number: 5289.
Q: How many feet are in a mile?
A:  5289
B:  5280

Answer:","[' 5289', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5290

Answer:","Random number: 5290.
Q: How many feet are in a mile?
A:  5280
B:  5290

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5290
B:  5280

Answer:","Random number: 5290.
Q: How many feet are in a mile?
A:  5290
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5290

Answer:","Random number: 5290.
Q: How many feet are in a mile?
A:  5280
B:  5290

Answer:","[' 5280', ' 5290']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5290
B:  5280

Answer:","Random number: 5290.
Q: How many feet are in a mile?
A:  5290
B:  5280

Answer:","[' 5290', ' 5280']",1,False,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5291

Answer:","Random number: 5291.
Q: How many feet are in a mile?
A:  5280
B:  5291

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5291
B:  5280

Answer:","Random number: 5291.
Q: How many feet are in a mile?
A:  5291
B:  5280

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many feet are in a mile?
A:  5280
B:  5291

Answer:","Random number: 5291.
Q: How many feet are in a mile?
A:  5280
B:  5291

Answer:","[' 5280', ' 5291']",0,False,1,0,False,False,unit
"Q: How many feet are in a mile?
A:  5291
B:  5280

Answer:","Random number: 5291.
Q: How many feet are in a mile?
A:  5291
B:  5280

Answer:","[' 5291', ' 5280']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2194

Answer:","Random number: 2194.
Q: How many pounds are in a tonne?
A:  2205
B:  2194

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2194
B:  2205

Answer:","Random number: 2194.
Q: How many pounds are in a tonne?
A:  2194
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2194

Answer:","Random number: 2194.
Q: How many pounds are in a tonne?
A:  2205
B:  2194

Answer:","[' 2205', ' 2194']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2194
B:  2205

Answer:","Random number: 2194.
Q: How many pounds are in a tonne?
A:  2194
B:  2205

Answer:","[' 2194', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2195

Answer:","Random number: 2195.
Q: How many pounds are in a tonne?
A:  2205
B:  2195

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2195
B:  2205

Answer:","Random number: 2195.
Q: How many pounds are in a tonne?
A:  2195
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2195

Answer:","Random number: 2195.
Q: How many pounds are in a tonne?
A:  2205
B:  2195

Answer:","[' 2205', ' 2195']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2195
B:  2205

Answer:","Random number: 2195.
Q: How many pounds are in a tonne?
A:  2195
B:  2205

Answer:","[' 2195', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2196

Answer:","Random number: 2196.
Q: How many pounds are in a tonne?
A:  2205
B:  2196

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2196
B:  2205

Answer:","Random number: 2196.
Q: How many pounds are in a tonne?
A:  2196
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2196

Answer:","Random number: 2196.
Q: How many pounds are in a tonne?
A:  2205
B:  2196

Answer:","[' 2205', ' 2196']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2196
B:  2205

Answer:","Random number: 2196.
Q: How many pounds are in a tonne?
A:  2196
B:  2205

Answer:","[' 2196', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2197

Answer:","Random number: 2197.
Q: How many pounds are in a tonne?
A:  2205
B:  2197

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2197
B:  2205

Answer:","Random number: 2197.
Q: How many pounds are in a tonne?
A:  2197
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2197

Answer:","Random number: 2197.
Q: How many pounds are in a tonne?
A:  2205
B:  2197

Answer:","[' 2205', ' 2197']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2197
B:  2205

Answer:","Random number: 2197.
Q: How many pounds are in a tonne?
A:  2197
B:  2205

Answer:","[' 2197', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2198

Answer:","Random number: 2198.
Q: How many pounds are in a tonne?
A:  2205
B:  2198

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2198
B:  2205

Answer:","Random number: 2198.
Q: How many pounds are in a tonne?
A:  2198
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2198

Answer:","Random number: 2198.
Q: How many pounds are in a tonne?
A:  2205
B:  2198

Answer:","[' 2205', ' 2198']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2198
B:  2205

Answer:","Random number: 2198.
Q: How many pounds are in a tonne?
A:  2198
B:  2205

Answer:","[' 2198', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2199

Answer:","Random number: 2199.
Q: How many pounds are in a tonne?
A:  2205
B:  2199

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2199
B:  2205

Answer:","Random number: 2199.
Q: How many pounds are in a tonne?
A:  2199
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2199

Answer:","Random number: 2199.
Q: How many pounds are in a tonne?
A:  2205
B:  2199

Answer:","[' 2205', ' 2199']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2199
B:  2205

Answer:","Random number: 2199.
Q: How many pounds are in a tonne?
A:  2199
B:  2205

Answer:","[' 2199', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2200

Answer:","Random number: 2200.
Q: How many pounds are in a tonne?
A:  2205
B:  2200

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2200
B:  2205

Answer:","Random number: 2200.
Q: How many pounds are in a tonne?
A:  2200
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2200

Answer:","Random number: 2200.
Q: How many pounds are in a tonne?
A:  2205
B:  2200

Answer:","[' 2205', ' 2200']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2200
B:  2205

Answer:","Random number: 2200.
Q: How many pounds are in a tonne?
A:  2200
B:  2205

Answer:","[' 2200', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2201

Answer:","Random number: 2201.
Q: How many pounds are in a tonne?
A:  2205
B:  2201

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2201
B:  2205

Answer:","Random number: 2201.
Q: How many pounds are in a tonne?
A:  2201
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2201

Answer:","Random number: 2201.
Q: How many pounds are in a tonne?
A:  2205
B:  2201

Answer:","[' 2205', ' 2201']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2201
B:  2205

Answer:","Random number: 2201.
Q: How many pounds are in a tonne?
A:  2201
B:  2205

Answer:","[' 2201', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2202

Answer:","Random number: 2202.
Q: How many pounds are in a tonne?
A:  2205
B:  2202

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2202
B:  2205

Answer:","Random number: 2202.
Q: How many pounds are in a tonne?
A:  2202
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2202

Answer:","Random number: 2202.
Q: How many pounds are in a tonne?
A:  2205
B:  2202

Answer:","[' 2205', ' 2202']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2202
B:  2205

Answer:","Random number: 2202.
Q: How many pounds are in a tonne?
A:  2202
B:  2205

Answer:","[' 2202', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2203

Answer:","Random number: 2203.
Q: How many pounds are in a tonne?
A:  2205
B:  2203

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2203
B:  2205

Answer:","Random number: 2203.
Q: How many pounds are in a tonne?
A:  2203
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2203

Answer:","Random number: 2203.
Q: How many pounds are in a tonne?
A:  2205
B:  2203

Answer:","[' 2205', ' 2203']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2203
B:  2205

Answer:","Random number: 2203.
Q: How many pounds are in a tonne?
A:  2203
B:  2205

Answer:","[' 2203', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2207

Answer:","Random number: 2207.
Q: How many pounds are in a tonne?
A:  2205
B:  2207

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2207
B:  2205

Answer:","Random number: 2207.
Q: How many pounds are in a tonne?
A:  2207
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2207

Answer:","Random number: 2207.
Q: How many pounds are in a tonne?
A:  2205
B:  2207

Answer:","[' 2205', ' 2207']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2207
B:  2205

Answer:","Random number: 2207.
Q: How many pounds are in a tonne?
A:  2207
B:  2205

Answer:","[' 2207', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2208

Answer:","Random number: 2208.
Q: How many pounds are in a tonne?
A:  2205
B:  2208

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2208
B:  2205

Answer:","Random number: 2208.
Q: How many pounds are in a tonne?
A:  2208
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2208

Answer:","Random number: 2208.
Q: How many pounds are in a tonne?
A:  2205
B:  2208

Answer:","[' 2205', ' 2208']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2208
B:  2205

Answer:","Random number: 2208.
Q: How many pounds are in a tonne?
A:  2208
B:  2205

Answer:","[' 2208', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2209

Answer:","Random number: 2209.
Q: How many pounds are in a tonne?
A:  2205
B:  2209

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2209
B:  2205

Answer:","Random number: 2209.
Q: How many pounds are in a tonne?
A:  2209
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2209

Answer:","Random number: 2209.
Q: How many pounds are in a tonne?
A:  2205
B:  2209

Answer:","[' 2205', ' 2209']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2209
B:  2205

Answer:","Random number: 2209.
Q: How many pounds are in a tonne?
A:  2209
B:  2205

Answer:","[' 2209', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2210

Answer:","Random number: 2210.
Q: How many pounds are in a tonne?
A:  2205
B:  2210

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2210
B:  2205

Answer:","Random number: 2210.
Q: How many pounds are in a tonne?
A:  2210
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2210

Answer:","Random number: 2210.
Q: How many pounds are in a tonne?
A:  2205
B:  2210

Answer:","[' 2205', ' 2210']",0,False,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2210
B:  2205

Answer:","Random number: 2210.
Q: How many pounds are in a tonne?
A:  2210
B:  2205

Answer:","[' 2210', ' 2205']",1,False,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2211

Answer:","Random number: 2211.
Q: How many pounds are in a tonne?
A:  2205
B:  2211

Answer:","[' A', ' B']",0,True,1,0,False,False,unit
"Q: How many pounds are in a tonne?
A:  2211
B:  2205

Answer:","Random number: 2211.
Q: How many pounds are in a tonne?
A:  2211
B:  2205

Answer:","[' A', ' B']",1,True,1,0,False,True,unit
"Q: How many pounds are in a tonne?
A:  2205
B:  2211

Answer:","Random number: 2211.
Q: How many pounds are in a tonne?
A:  2205
B:  2211

Answer:","[' 2205', ' 2211']",0,False,1,0,False,False,unit
