prompt,other_prompt,classes,answer_index,indices,anchor_scale,kshot,preprompt,reverse,type,correct_n
"Q: What was the number of Lincoln's presidency?
A:  20
B:  16

Answer:","Random number: 20.
Q: What was the number of Lincoln's presidency?
A:  20
B:  16

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,16
"Q: What was the number of Lincoln's presidency?
A:  16
B:  21

Answer:","Random number: 21.
Q: What was the number of Lincoln's presidency?
A:  16
B:  21

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,16
"Q: What was the number of Lincoln's presidency?
A:  21
B:  16

Answer:","Random number: 21.
Q: What was the number of Lincoln's presidency?
A:  21
B:  16

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,16
"Q: What was the number of Lincoln's presidency?
A:  16
B:  22

Answer:","Random number: 22.
Q: What was the number of Lincoln's presidency?
A:  16
B:  22

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,16
"Q: What was the number of Lincoln's presidency?
A:  22
B:  16

Answer:","Random number: 22.
Q: What was the number of Lincoln's presidency?
A:  22
B:  16

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,16
"Q: What was the number of Lincoln's presidency?
A:  16
B:  23

Answer:","Random number: 23.
Q: What was the number of Lincoln's presidency?
A:  16
B:  23

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,16
"Q: What was the number of Lincoln's presidency?
A:  23
B:  16

Answer:","Random number: 23.
Q: What was the number of Lincoln's presidency?
A:  23
B:  16

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,16
"Q: What was the number of Lincoln's presidency?
A:  16
B:  24

Answer:","Random number: 24.
Q: What was the number of Lincoln's presidency?
A:  16
B:  24

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,16
"Q: What was the number of Lincoln's presidency?
A:  24
B:  16

Answer:","Random number: 24.
Q: What was the number of Lincoln's presidency?
A:  24
B:  16

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,16
"Q: What was the number of Lincoln's presidency?
A:  16
B:  25

Answer:","Random number: 25.
Q: What was the number of Lincoln's presidency?
A:  16
B:  25

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,16
"Q: What was the number of Lincoln's presidency?
A:  25
B:  16

Answer:","Random number: 25.
Q: What was the number of Lincoln's presidency?
A:  25
B:  16

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,16
"Q: What was the number of Lincoln's presidency?
A:  16
B:  26

Answer:","Random number: 26.
Q: What was the number of Lincoln's presidency?
A:  16
B:  26

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,16
"Q: What was the number of Lincoln's presidency?
A:  26
B:  16

Answer:","Random number: 26.
Q: What was the number of Lincoln's presidency?
A:  26
B:  16

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,16
"Q: What was the number of Lincoln's presidency?
A:  16
B:  27

Answer:","Random number: 27.
Q: What was the number of Lincoln's presidency?
A:  16
B:  27

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,16
"Q: What was the number of Lincoln's presidency?
A:  27
B:  16

Answer:","Random number: 27.
Q: What was the number of Lincoln's presidency?
A:  27
B:  16

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,16
"Q: How many players are there on an ice hockey team?
A:  6
B:  -5

Answer:","Random number: -5.
Q: How many players are there on an ice hockey team?
A:  6
B:  -5

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  -5
B:  6

Answer:","Random number: -5.
Q: How many players are there on an ice hockey team?
A:  -5
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  -4

Answer:","Random number: -4.
Q: How many players are there on an ice hockey team?
A:  6
B:  -4

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  -4
B:  6

Answer:","Random number: -4.
Q: How many players are there on an ice hockey team?
A:  -4
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  -3

Answer:","Random number: -3.
Q: How many players are there on an ice hockey team?
A:  6
B:  -3

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  -3
B:  6

Answer:","Random number: -3.
Q: How many players are there on an ice hockey team?
A:  -3
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  -2

Answer:","Random number: -2.
Q: How many players are there on an ice hockey team?
A:  6
B:  -2

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  -2
B:  6

Answer:","Random number: -2.
Q: How many players are there on an ice hockey team?
A:  -2
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  -1

Answer:","Random number: -1.
Q: How many players are there on an ice hockey team?
A:  6
B:  -1

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  -1
B:  6

Answer:","Random number: -1.
Q: How many players are there on an ice hockey team?
A:  -1
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  0

Answer:","Random number: 0.
Q: How many players are there on an ice hockey team?
A:  6
B:  0

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  0
B:  6

Answer:","Random number: 0.
Q: How many players are there on an ice hockey team?
A:  0
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  1

Answer:","Random number: 1.
Q: How many players are there on an ice hockey team?
A:  6
B:  1

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  1
B:  6

Answer:","Random number: 1.
Q: How many players are there on an ice hockey team?
A:  1
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  2

Answer:","Random number: 2.
Q: How many players are there on an ice hockey team?
A:  6
B:  2

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  2
B:  6

Answer:","Random number: 2.
Q: How many players are there on an ice hockey team?
A:  2
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  3

Answer:","Random number: 3.
Q: How many players are there on an ice hockey team?
A:  6
B:  3

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  3
B:  6

Answer:","Random number: 3.
Q: How many players are there on an ice hockey team?
A:  3
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  4

Answer:","Random number: 4.
Q: How many players are there on an ice hockey team?
A:  6
B:  4

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  4
B:  6

Answer:","Random number: 4.
Q: How many players are there on an ice hockey team?
A:  4
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  8

Answer:","Random number: 8.
Q: How many players are there on an ice hockey team?
A:  6
B:  8

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  8
B:  6

Answer:","Random number: 8.
Q: How many players are there on an ice hockey team?
A:  8
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  9

Answer:","Random number: 9.
Q: How many players are there on an ice hockey team?
A:  6
B:  9

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  9
B:  6

Answer:","Random number: 9.
Q: How many players are there on an ice hockey team?
A:  9
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  10

Answer:","Random number: 10.
Q: How many players are there on an ice hockey team?
A:  6
B:  10

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  10
B:  6

Answer:","Random number: 10.
Q: How many players are there on an ice hockey team?
A:  10
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  11

Answer:","Random number: 11.
Q: How many players are there on an ice hockey team?
A:  6
B:  11

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  11
B:  6

Answer:","Random number: 11.
Q: How many players are there on an ice hockey team?
A:  11
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  12

Answer:","Random number: 12.
Q: How many players are there on an ice hockey team?
A:  6
B:  12

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  12
B:  6

Answer:","Random number: 12.
Q: How many players are there on an ice hockey team?
A:  12
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  13

Answer:","Random number: 13.
Q: How many players are there on an ice hockey team?
A:  6
B:  13

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  13
B:  6

Answer:","Random number: 13.
Q: How many players are there on an ice hockey team?
A:  13
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  14

Answer:","Random number: 14.
Q: How many players are there on an ice hockey team?
A:  6
B:  14

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  14
B:  6

Answer:","Random number: 14.
Q: How many players are there on an ice hockey team?
A:  14
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  15

Answer:","Random number: 15.
Q: How many players are there on an ice hockey team?
A:  6
B:  15

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  15
B:  6

Answer:","Random number: 15.
Q: How many players are there on an ice hockey team?
A:  15
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  16

Answer:","Random number: 16.
Q: How many players are there on an ice hockey team?
A:  6
B:  16

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  16
B:  6

Answer:","Random number: 16.
Q: How many players are there on an ice hockey team?
A:  16
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: How many players are there on an ice hockey team?
A:  6
B:  17

Answer:","Random number: 17.
Q: How many players are there on an ice hockey team?
A:  6
B:  17

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,6
"Q: How many players are there on an ice hockey team?
A:  17
B:  6

Answer:","Random number: 17.
Q: How many players are there on an ice hockey team?
A:  17
B:  6

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,6
"Q: Which number president was Obama of the United States?
A:  44
B:  33

Answer:","Random number: 33.
Q: Which number president was Obama of the United States?
A:  44
B:  33

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  33
B:  44

Answer:","Random number: 33.
Q: Which number president was Obama of the United States?
A:  33
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  34

Answer:","Random number: 34.
Q: Which number president was Obama of the United States?
A:  44
B:  34

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  34
B:  44

Answer:","Random number: 34.
Q: Which number president was Obama of the United States?
A:  34
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  35

Answer:","Random number: 35.
Q: Which number president was Obama of the United States?
A:  44
B:  35

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  35
B:  44

Answer:","Random number: 35.
Q: Which number president was Obama of the United States?
A:  35
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  36

Answer:","Random number: 36.
Q: Which number president was Obama of the United States?
A:  44
B:  36

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  36
B:  44

Answer:","Random number: 36.
Q: Which number president was Obama of the United States?
A:  36
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  37

Answer:","Random number: 37.
Q: Which number president was Obama of the United States?
A:  44
B:  37

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  37
B:  44

Answer:","Random number: 37.
Q: Which number president was Obama of the United States?
A:  37
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  38

Answer:","Random number: 38.
Q: Which number president was Obama of the United States?
A:  44
B:  38

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  38
B:  44

Answer:","Random number: 38.
Q: Which number president was Obama of the United States?
A:  38
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  39

Answer:","Random number: 39.
Q: Which number president was Obama of the United States?
A:  44
B:  39

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  39
B:  44

Answer:","Random number: 39.
Q: Which number president was Obama of the United States?
A:  39
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  40

Answer:","Random number: 40.
Q: Which number president was Obama of the United States?
A:  44
B:  40

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  40
B:  44

Answer:","Random number: 40.
Q: Which number president was Obama of the United States?
A:  40
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  41

Answer:","Random number: 41.
Q: Which number president was Obama of the United States?
A:  44
B:  41

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  41
B:  44

Answer:","Random number: 41.
Q: Which number president was Obama of the United States?
A:  41
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  42

Answer:","Random number: 42.
Q: Which number president was Obama of the United States?
A:  44
B:  42

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  42
B:  44

Answer:","Random number: 42.
Q: Which number president was Obama of the United States?
A:  42
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  46

Answer:","Random number: 46.
Q: Which number president was Obama of the United States?
A:  44
B:  46

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  46
B:  44

Answer:","Random number: 46.
Q: Which number president was Obama of the United States?
A:  46
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  47

Answer:","Random number: 47.
Q: Which number president was Obama of the United States?
A:  44
B:  47

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  47
B:  44

Answer:","Random number: 47.
Q: Which number president was Obama of the United States?
A:  47
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  48

Answer:","Random number: 48.
Q: Which number president was Obama of the United States?
A:  44
B:  48

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  48
B:  44

Answer:","Random number: 48.
Q: Which number president was Obama of the United States?
A:  48
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  49

Answer:","Random number: 49.
Q: Which number president was Obama of the United States?
A:  44
B:  49

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  49
B:  44

Answer:","Random number: 49.
Q: Which number president was Obama of the United States?
A:  49
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  50

Answer:","Random number: 50.
Q: Which number president was Obama of the United States?
A:  44
B:  50

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  50
B:  44

Answer:","Random number: 50.
Q: Which number president was Obama of the United States?
A:  50
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  51

Answer:","Random number: 51.
Q: Which number president was Obama of the United States?
A:  44
B:  51

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  51
B:  44

Answer:","Random number: 51.
Q: Which number president was Obama of the United States?
A:  51
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  52

Answer:","Random number: 52.
Q: Which number president was Obama of the United States?
A:  44
B:  52

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  52
B:  44

Answer:","Random number: 52.
Q: Which number president was Obama of the United States?
A:  52
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  53

Answer:","Random number: 53.
Q: Which number president was Obama of the United States?
A:  44
B:  53

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  53
B:  44

Answer:","Random number: 53.
Q: Which number president was Obama of the United States?
A:  53
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  54

Answer:","Random number: 54.
Q: Which number president was Obama of the United States?
A:  44
B:  54

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  54
B:  44

Answer:","Random number: 54.
Q: Which number president was Obama of the United States?
A:  54
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: Which number president was Obama of the United States?
A:  44
B:  55

Answer:","Random number: 55.
Q: Which number president was Obama of the United States?
A:  44
B:  55

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,44
"Q: Which number president was Obama of the United States?
A:  55
B:  44

Answer:","Random number: 55.
Q: Which number president was Obama of the United States?
A:  55
B:  44

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,44
"Q: How many countries are in the European Union?
A:  27
B:  16

Answer:","Random number: 16.
Q: How many countries are in the European Union?
A:  27
B:  16

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  16
B:  27

Answer:","Random number: 16.
Q: How many countries are in the European Union?
A:  16
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  17

Answer:","Random number: 17.
Q: How many countries are in the European Union?
A:  27
B:  17

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  17
B:  27

Answer:","Random number: 17.
Q: How many countries are in the European Union?
A:  17
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  18

Answer:","Random number: 18.
Q: How many countries are in the European Union?
A:  27
B:  18

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  18
B:  27

Answer:","Random number: 18.
Q: How many countries are in the European Union?
A:  18
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  19

Answer:","Random number: 19.
Q: How many countries are in the European Union?
A:  27
B:  19

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  19
B:  27

Answer:","Random number: 19.
Q: How many countries are in the European Union?
A:  19
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  20

Answer:","Random number: 20.
Q: How many countries are in the European Union?
A:  27
B:  20

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  20
B:  27

Answer:","Random number: 20.
Q: How many countries are in the European Union?
A:  20
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  21

Answer:","Random number: 21.
Q: How many countries are in the European Union?
A:  27
B:  21

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  21
B:  27

Answer:","Random number: 21.
Q: How many countries are in the European Union?
A:  21
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  22

Answer:","Random number: 22.
Q: How many countries are in the European Union?
A:  27
B:  22

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  22
B:  27

Answer:","Random number: 22.
Q: How many countries are in the European Union?
A:  22
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  23

Answer:","Random number: 23.
Q: How many countries are in the European Union?
A:  27
B:  23

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  23
B:  27

Answer:","Random number: 23.
Q: How many countries are in the European Union?
A:  23
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  24

Answer:","Random number: 24.
Q: How many countries are in the European Union?
A:  27
B:  24

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  24
B:  27

Answer:","Random number: 24.
Q: How many countries are in the European Union?
A:  24
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
