id,url,title,resolution,close_time,number_of_predictions
9790,https://www.metaculus.com/api2/questions/9790/,Will Ã‰ric Zemmour be in the 2nd round of the 2022 French presidential election?,0,2022-04-09T22:00:00Z,351
258,https://www.metaculus.com/api2/questions/258/,Metaknowledge Experiment Part A: Will the UK vote for Brexit?,1,2016-06-23T20:00:00Z,88
538,https://www.metaculus.com/api2/questions/538/,Will Bitcoin Cash fade into oblivion?,0,2017-11-01T07:00:00Z,211
3578,https://www.metaculus.com/api2/questions/3578/,Will Iran deploy no Zafar communications satellite by 2021?,1,2020-02-08T06:00:00Z,55
6031,https://www.metaculus.com/api2/questions/6031/,Will a single novel SARS-CoV-2 variant that is at least 30% more transmissible than preexisting variants infect 10M worldwide before mid-2021?,1,2021-06-29T22:16:00Z,626
168,https://www.metaculus.com/api2/questions/168/,Will the US develop a new satellite for early-warning of severe geomagnetic storms?,1,2016-12-01T00:00:00Z,156
6637,https://www.metaculus.com/api2/questions/6637/,Will US real GDP growth in 2021 set a new record for any previous year in the 21st century?,1,2021-05-31T22:00:00Z,152
10827,https://www.metaculus.com/api2/questions/10827/,"Will the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 1,000 before June 10, 2022?",0,2022-05-20T16:00:00Z,79
7554,https://www.metaculus.com/api2/questions/7554/,Will the US have more than 6000 daily COVID-19 hospitalizations (7-day rolling average) before 1 January 2022?,1,2021-08-31T16:00:00Z,108
2610,https://www.metaculus.com/api2/questions/2610/,Will the current Dutch cabinet keep a majority in the Dutch senate after the election on May 27 2019?,0,2019-05-26T21:59:00Z,90
2749,https://www.metaculus.com/api2/questions/2749/,Will the UK revoke Article 50 by June 23 2020?,0,2019-09-30T23:00:00Z,147
416,https://www.metaculus.com/api2/questions/416/,Will a human beat AlphaGo in 2017?,0,2017-12-31T12:00:00Z,275
6459,https://www.metaculus.com/api2/questions/6459/,Will EU Member States or the Members of the European Parliament reject the ratification of EU-Mercosur agreement in 2021?,0,2021-11-01T06:59:00Z,103
109,https://www.metaculus.com/api2/questions/109/,"Will ""Planet Nine"" be discovered in 2016?",0,2016-02-29T23:59:00Z,193
8004,https://www.metaculus.com/api2/questions/8004/,Will the Trade Signal tournament prize pool increase as a result of trading?,0,2021-10-27T04:00:00Z,98
1643,https://www.metaculus.com/api2/questions/1643/,Will the US unemployment rate reach 10% before 2023?,1,2022-01-01T00:00:00Z,364
4874,https://www.metaculus.com/api2/questions/4874/,[Short Fuse] Will the Three Gorges Dam experience a partial failure before the end of September?,0,2020-09-01T04:00:00Z,203
6792,https://www.metaculus.com/api2/questions/6792/,Will there be a cease-fire or peace agreement in the Yemeni Civil War in 2021?,0,2021-07-16T04:00:00Z,133
7246,https://www.metaculus.com/api2/questions/7246/,Will the U.S. Federal government declare a water shortage in the U.S. in 2021?,1,2021-06-29T21:00:00Z,97
5503,https://www.metaculus.com/api2/questions/5503/,Will 538 outperform The Economist forecasting the 2020 Presidential Election?,0,2020-11-02T12:00:00Z,298
6837,https://www.metaculus.com/api2/questions/6837/,Will Taylor Swift release a new album in 2021?,0,2021-08-31T21:00:00Z,193
11924,https://www.metaculus.com/api2/questions/11924/,Who will win the 2022 Kenyan Presidential election? (William Ruto),1,2022-08-08T17:02:00Z,55
7643,https://www.metaculus.com/api2/questions/7643/,Will Andrew M. Cuomo still be governor of New York on 31 December 2021?,0,2021-09-01T16:00:00Z,193
10826,https://www.metaculus.com/api2/questions/10826/,"Will the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 500 before June 10, 2022?",1,2022-05-20T16:00:00Z,83
1664,https://www.metaculus.com/api2/questions/1664/,Will the next UK Parliamentary election held for the seat of Peterborough be won by the Conservative and Unionist Party Candidate?,0,2019-07-11T23:00:00Z,57
142,https://www.metaculus.com/api2/questions/142/,Will Facebook flight-test the Aquila drone in the U.S early this year?,0,2016-05-01T00:00:00Z,95
3516,https://www.metaculus.com/api2/questions/3516/,Will Beyond Meat outperform the the general U.S. stock market in 2020?,1,2021-01-01T00:00:00Z,390
6172,https://www.metaculus.com/api2/questions/6172/,Will President Trump be relieved of his duties under section four of the Twenty-fifth Amendment before inauguration day?,0,2021-01-15T00:00:00Z,774
3401,https://www.metaculus.com/api2/questions/3401/,Will North Korea fail to send the U.S. a Christmas Gift?,1,2020-01-01T04:59:00Z,232
309,https://www.metaculus.com/api2/questions/309/,Will a small Turing machine (< 100 states) be found with behavior that cannot be characterized by mathematical proof?,0,2016-12-01T23:56:00Z,75
6094,https://www.metaculus.com/api2/questions/6094/,Will YouTube be blocked in Russia in 2021?,0,2021-10-14T21:00:00Z,409
10671,https://www.metaculus.com/api2/questions/10671/,"Will Omicron XE be the dominant SARS-CoV-2 variant in the US before June 19, 2022?",0,2022-07-05T17:00:00Z,214
159,https://www.metaculus.com/api2/questions/159/,Will a prediction market outperform Nate Silver's forecasts for the Super Tuesday primaries?,1,2016-03-01T19:00:00Z,48
1367,https://www.metaculus.com/api2/questions/1367/,Will OpenAI Five win the majority of its DotA 2 matches at The International?,0,2018-08-20T04:00:00Z,161
1313,https://www.metaculus.com/api2/questions/1313/,Will Daenerys Targaryen die in season eight of Game of Thrones?,1,2019-04-01T12:00:00Z,193
357,https://www.metaculus.com/api2/questions/357/,Will Planet Nine Emerge from Hiding Soon?,0,2017-01-20T12:00:00Z,122
1698,https://www.metaculus.com/api2/questions/1698/,Will the SAIDA Starcraft bot win the Student Starcraft AI Tournament?,0,2019-01-20T05:00:00Z,61
5032,https://www.metaculus.com/api2/questions/5032/,Will Apple's market cap drop below $1 trillion before 1 February 2021?,0,2020-12-01T00:00:00Z,129
8977,https://www.metaculus.com/api2/questions/8977/,Will the US Supreme Court overturn Roe v. Wade before 2023?,1,2022-12-31T17:00:00Z,493
2,https://www.metaculus.com/api2/questions/2/,"Will SpaceX successfully land a Falcon 9 rocket on a barge by February 28, 2016?",0,2016-01-30T20:30:00Z,91
4562,https://www.metaculus.com/api2/questions/4562/,Will the artist who performs 2020â€™s UK Christmas #1 be the winner of a reality television show?,0,2020-12-18T00:00:00Z,126
2601,https://www.metaculus.com/api2/questions/2601/,Will the United Kingdom enter a recession by 2021?,1,2020-01-01T00:00:00Z,430
10494,https://www.metaculus.com/api2/questions/10494/,"Will Sumy be under Russian control on June 1, 2022?",0,2022-05-31T21:48:00Z,484
2946,https://www.metaculus.com/api2/questions/2946/,Will Pete Buttigieg drop out before the Indiana primary?,1,2020-03-02T11:00:00Z,227
972,https://www.metaculus.com/api2/questions/972/,Will Germany win the FIFA World Cup?,0,2018-06-25T23:00:00Z,154
8673,https://www.metaculus.com/api2/questions/8673/,Will most of the Quad/Five Eyes countries diplomatically boycott the 2022 Winter Olympics?,1,2021-12-03T00:00:00Z,104
3932,https://www.metaculus.com/api2/questions/3932/,"Will Harvard University open classes on September 2, 2020?",0,2020-09-02T07:00:00Z,619
10753,https://www.metaculus.com/api2/questions/10753/,"Will the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 500 before May 20, 2022?",0,2022-04-29T16:00:00Z,44
143,https://www.metaculus.com/api2/questions/143/,Will the WHO classify aging as a disease by 2018?,0,2017-02-15T00:00:00Z,260
6853,https://www.metaculus.com/api2/questions/6853/,Will the Supreme Court grant a writ of certiorari to a case challenging the male-only draft as unconstitutional on the grounds of sex-discrimination by the end of 2021?,0,2021-07-02T04:59:00Z,162
544,https://www.metaculus.com/api2/questions/544/,Passing the torch: Will a Bitcoin's dollar value exceed the Nasdaq Index value?,1,2017-09-30T12:00:00Z,51
1479,https://www.metaculus.com/api2/questions/1479/,Will there be another mass shooting in the U.S. (at least 20 casualties) by end of the year?,1,2018-10-31T07:00:00Z,175
481,https://www.metaculus.com/api2/questions/481/,Will Planet Nine be Discovered by mid-2018?,0,2017-12-31T12:00:00Z,137
10126,https://www.metaculus.com/api2/questions/10126/,"Will a new zero day vulnerability be exploited against and result in the compromise of 100 million Americansâ€™ personal information by June 30, 2022?",0,2022-06-30T19:33:00Z,155
6959,https://www.metaculus.com/api2/questions/6959/,Will there be a renewal of intense fighting in the Donbass this summer?,0,2021-08-12T13:21:00Z,275
3489,https://www.metaculus.com/api2/questions/3489/,Will global carbon emissions in 2020 be higher than they were in 2019?,0,2021-01-01T00:00:00Z,342
510,https://www.metaculus.com/api2/questions/510/,Will anyone be jailed by mid-2018 as a result of the Trump-Russia investigation?,1,2017-11-15T08:00:00Z,110
5434,https://www.metaculus.com/api2/questions/5434/,[Short Fuse] Will Gladys Berejiklian cease to be Premier of NSW by 1 December 2020?,0,2020-11-13T13:00:00Z,138
5359,https://www.metaculus.com/api2/questions/5359/,Will voter turnout for the US 2020 presidential election be higher than 2016 by 2 percentage points or more?,1,2020-10-30T04:59:00Z,252
6222,https://www.metaculus.com/api2/questions/6222/,Will federal criminal charges be levied against Donald Trump within a month of the end of his presidency?,0,2021-01-21T20:46:00Z,163
2603,https://www.metaculus.com/api2/questions/2603/,"Will the Dow Jones Industrial Average hit $30,000 before it hits $20,000?",0,2019-04-30T23:00:00Z,185
7152,https://www.metaculus.com/api2/questions/7152/,Will debris from the Long March 5B core stage cause injuries or property damage?,0,2021-05-11T17:00:00Z,110
478,https://www.metaculus.com/api2/questions/478/,"Will ""Rentberry"" auction-style apartment rental model succeed?",1,2018-04-15T00:00:00Z,114
10493,https://www.metaculus.com/api2/questions/10493/,"Will Odessa be under Russian control on June 1, 2022?",0,2022-05-31T16:00:00Z,478
71,https://www.metaculus.com/api2/questions/71/,Will a successful proof of concept for a hyperloop be demonstrated by mid-2017?,0,2016-06-15T12:00:00Z,141
434,https://www.metaculus.com/api2/questions/434/,Will a 2-hour marathon be run in 2017?,0,2017-12-13T00:00:00Z,203
6647,https://www.metaculus.com/api2/questions/6647/,"Will the Substack Slow Boring exceed 10,000 paid subscribers in 2021?",1,2021-05-31T22:00:00Z,122
6981,https://www.metaculus.com/api2/questions/6981/,Will Russia annex Ukrainian territory before 2022?,0,2021-11-08T23:00:00Z,290
1665,https://www.metaculus.com/api2/questions/1665/,Will rapid rocket reusability be demonstrated by 2021?,0,2020-01-01T00:00:00Z,222
8578,https://www.metaculus.com/api2/questions/8578/,Short-fuse: Will Kyle Rittenhouse be convicted on any pending felony charges in connection to the 2020 Kenosha unrest before 2022?,0,2021-11-15T00:00:00Z,118
33,https://www.metaculus.com/api2/questions/33/,"[Tutorial:] Will Metaculus have over one thousand users signed up by May 1, 2016.",1,2016-03-01T09:59:00Z,97
10144,https://www.metaculus.com/api2/questions/10144/,"Will the U.S. Congress pass legislation authorizing at least $50 billion to the semiconductor industry before May 1, 2022?",0,2022-04-11T20:51:00Z,79
268,https://www.metaculus.com/api2/questions/268/,"Will a personal computer based on ""The Machine"" technology be put to market by end of 2018?",0,2017-05-15T11:45:00Z,141
5,https://www.metaculus.com/api2/questions/5/,Will Lockheed Martin and Skunkworks announce a successful test of a break-even compact fusion reactor by April 2019?,0,2016-10-18T19:00:00Z,463
127,https://www.metaculus.com/api2/questions/127/,"Will Mochizuki's proof of the ""abc conjecture"" be formally accepted by the mathematics community by the end of 2017?",0,2016-07-01T06:59:00Z,92
3753,https://www.metaculus.com/api2/questions/3753/,Will the 2020 Eurovision Song Contest be cancelled due to COVID-19?,1,2020-05-09T12:30:00Z,304
3098,https://www.metaculus.com/api2/questions/3098/,Will the winner of the 2020 Iowa Democratic caucuses win the 2020 Democratic nomination?,0,2019-12-22T06:01:00Z,146
5686,https://www.metaculus.com/api2/questions/5686/,Will Trump attempt to pardon a member of his family?,0,2021-01-21T08:00:00Z,726
389,https://www.metaculus.com/api2/questions/389/,Will there be an attack on the electrical grid for a major U.S. city in 2017?,0,2017-06-01T00:00:00Z,103
5598,https://www.metaculus.com/api2/questions/5598/,Will the UK government change its guidance to recommend face coverings in schools before they close?,0,2020-12-07T00:00:00Z,159
5440,https://www.metaculus.com/api2/questions/5440/,Will there be at least 10 fatalites caused in post-election political violence in the United States?,0,2020-10-30T04:59:00Z,224
906,https://www.metaculus.com/api2/questions/906/,"Will Iran launch a medium, intermediate, or intercontinental range ballistic missile or a satellite between 16 and 23 May 2018?",0,2018-05-22T18:01:47Z,66
6293,https://www.metaculus.com/api2/questions/6293/,"Will Joe Biden be officially inaugurated as President in-person outside the US capitol on January 20th, 2021?",1,2021-01-20T02:58:00Z,151
677,https://www.metaculus.com/api2/questions/677/,Will Trump and Kim Jong Un actually meet?,1,2018-05-01T07:00:00Z,445
227,https://www.metaculus.com/api2/questions/227/,Will an independent conservative candidate gain a significant number of votes in the 2016 US Presidential election?,0,2016-10-08T16:16:00Z,171
9453,https://www.metaculus.com/api2/questions/9453/,Will the European Central Bank raise interest rates in 2022?,1,2022-12-31T11:59:00Z,182
4816,https://www.metaculus.com/api2/questions/4816/,Will Derek Chauvin be acquitted of all murder charges?,0,2021-03-01T08:00:00Z,613
10130,https://www.metaculus.com/api2/questions/10130/,"Will average semiconductor chip lead times (amount of time between order and delivery) drop to below 15 weeks at any point before July 1, 2022?",0,2022-06-30T19:40:00Z,200
2657,https://www.metaculus.com/api2/questions/2657/,Will Andrew Yang win the Democratic nomination?,0,2020-02-12T23:00:00Z,470
1613,https://www.metaculus.com/api2/questions/1613/,Will Facebook's share price be lower in 3 months than it is today?,0,2019-01-18T23:59:00Z,134
6074,https://www.metaculus.com/api2/questions/6074/,Will Netanyahu remain Prime Minister of Israel following the Israeli legislative election of 2021?,0,2021-03-22T03:59:00Z,279
517,https://www.metaculus.com/api2/questions/517/,Will Michael Flynn be charged with a crime by Veteran's day?,0,2017-09-30T07:00:00Z,91
10056,https://www.metaculus.com/api2/questions/10056/,"Will Russia control Kharkiv on June 1, 2022?",0,2022-04-23T23:03:00Z,1750
7323,https://www.metaculus.com/api2/questions/7323/,Will semaglutide be a top 300 medicine in America before 2032?,1,2032-01-01T04:59:00Z,100
5914,https://www.metaculus.com/api2/questions/5914/,Will Netanyahu be convicted by the end of 2021?,0,2021-10-31T04:00:00Z,526
6548,https://www.metaculus.com/api2/questions/6548/,Will the single-dose Johnson & Johnson SARS-CoV-2 vaccine be issued an emergency use authorization by the US FDA before 2022?,1,2021-03-30T16:00:00Z,90
340,https://www.metaculus.com/api2/questions/340/,Will Disney own Twitter by the end of Q2 2017?,0,2017-01-01T06:00:00Z,96
9994,https://www.metaculus.com/api2/questions/9994/,Will at least 5 million refugees from Ukraine seek assistance from other countries?,1,2024-12-31T05:35:00Z,2351
3267,https://www.metaculus.com/api2/questions/3267/,"Will total funding in longevity startups worldwide exceed $5bn in the year ending in November 2nd, 2020?",0,2020-09-30T23:00:00Z,148
10977,https://www.metaculus.com/api2/questions/10977/,Will WHO declare the spread of monkeypox a Public Health Emergency of International Concern before 2023?,1,2022-12-31T17:00:00Z,555
467,https://www.metaculus.com/api2/questions/467/,Will a consensus explanation of the strange behavior of the star KIC 8462852 emerge this year?,0,2017-06-30T15:02:58Z,85
3590,https://www.metaculus.com/api2/questions/3590/,Will an AI be trained using an Avogadro's number of operations before the end of 2020?,0,2020-05-15T07:00:00Z,145
3855,https://www.metaculus.com/api2/questions/3855/,"Will at least 100,000 COVID-19 deaths be reported in any single calendar month in 2020?",1,2020-12-01T00:00:00Z,414
4555,https://www.metaculus.com/api2/questions/4555/,Will Trump's pants catch fire on at least five more occasions than Biden's during the month of July?,0,2020-07-13T23:00:00Z,241
2664,https://www.metaculus.com/api2/questions/2664/,Will Mark Latham be a member of One Nation on the 1st of January 2021?,1,2020-06-01T07:00:00Z,107
224,https://www.metaculus.com/api2/questions/224/,Will SpaceX launch for Mars in the 2018 window?,0,2017-06-16T03:59:00Z,644
347,https://www.metaculus.com/api2/questions/347/,Will the hole in the Ozone layer shrink in the next 5 years?,1,2017-06-15T00:00:00Z,122
252,https://www.metaculus.com/api2/questions/252/,Will possible evidence for a new light particle be independently confirmed?,0,2016-10-01T00:00:00Z,127
259,https://www.metaculus.com/api2/questions/259/,Will Clinton pick Elizabeth Warren as VP?,0,2016-07-06T00:00:00Z,63
6640,https://www.metaculus.com/api2/questions/6640/,Will Joe Biden hold the office of US President between 2021-12-24 and 2022-01-01?,1,2021-05-31T22:00:00Z,202
1668,https://www.metaculus.com/api2/questions/1668/,Will the Doomsday Clock move closer to midnight when it is next updated?,0,2019-01-01T00:00:00Z,58
7069,https://www.metaculus.com/api2/questions/7069/,Will the Pentagon report on UAPs dispute secret technology or aliens as explanations?,0,2021-06-01T01:00:00Z,111
3595,https://www.metaculus.com/api2/questions/3595/,Will another location overtake Hubei as the location of the largest COVID-19 outbreak before 2021?,1,2020-04-06T03:59:00Z,426
6886,https://www.metaculus.com/api2/questions/6886/,Will Djokovic win 21 Tennis Grand Slams?,1,2021-07-24T14:02:00Z,97
1689,https://www.metaculus.com/api2/questions/1689/,Will Donald Trump complete his elected term(s) as President?,1,2020-03-10T15:00:00Z,368
192,https://www.metaculus.com/api2/questions/192/,Will the London housing market deflate in 2017?,0,2017-03-01T00:00:00Z,94
139,https://www.metaculus.com/api2/questions/139/,Will there be more novel new drugs approved by the FDA in 2016 than in 2015?,0,2016-11-01T12:14:00Z,81
7635,https://www.metaculus.com/api2/questions/7635/,Will a new State of Emergency in response to COVID be declared in Virginia before 1 October 2021?,0,2021-08-17T16:00:00Z,97
559,https://www.metaculus.com/api2/questions/559/,Will Uber be operating in London on Dec. 1?,1,2017-10-15T07:00:00Z,96
3503,https://www.metaculus.com/api2/questions/3503/,Will the Democrats hold the US House of Representatives in the 2020 Election?,1,2020-10-01T04:00:00Z,213
102,https://www.metaculus.com/api2/questions/102/,Will an attack on the electrical grid cause an extended power outage for a major U.S. city?,0,2016-02-15T17:54:00Z,65
4749,https://www.metaculus.com/api2/questions/4749/,Will Ghislaine Maxwell be alive on 1 January 2021?,1,2020-12-01T00:00:00Z,714
5360,https://www.metaculus.com/api2/questions/5360/,Will the S&P 500 close higher in 2020 than 2019?,1,2020-10-30T04:59:00Z,237
8829,https://www.metaculus.com/api2/questions/8829/,"Will a new US Supreme Court justice be confirmed before January 1, 2023?",1,2022-08-22T03:59:00Z,285
527,https://www.metaculus.com/api2/questions/527/,"Will the upcoming ""Last Jedi"" augmented reality game be a success?",0,2017-09-12T07:00:00Z,60
1379,https://www.metaculus.com/api2/questions/1379/,"Will the U.S. enter a recession by July 1, 2019?",0,2019-01-01T06:01:00Z,190
10423,https://www.metaculus.com/api2/questions/10423/,"Will Belarus invade Ukraine before June 1, 2022?",0,2022-05-31T16:00:00Z,1326
170,https://www.metaculus.com/api2/questions/170/,Will Lee Sedol defeat AlphaGo in any of the three games remaining?,1,2016-03-13T00:00:00Z,285
889,https://www.metaculus.com/api2/questions/889/,Will Tesla go bankrupt by 2020?,0,2019-01-01T00:00:00Z,161
10829,https://www.metaculus.com/api2/questions/10829/,"Will the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 2,000 before July 22, 2022?",0,2022-05-20T16:00:00Z,64
2535,https://www.metaculus.com/api2/questions/2535/,Will Carnegie Mellon be the top university accepted to NeurIPS 2019?,0,2019-05-18T20:00:00Z,66
3895,https://www.metaculus.com/api2/questions/3895/,"Will remdesivir be administered to at least 50,000 patients with SARS-CoV-2 infections in the US, UK, EU member states, and Japan, by the end of 2020?",1,2020-08-31T22:00:00Z,528
10255,https://www.metaculus.com/api2/questions/10255/,Will Sweden's government initiate the process of joining NATO in 2022?,1,2022-12-31T11:00:00Z,1079
3487,https://www.metaculus.com/api2/questions/3487/,Will the average world temperature in 2020 be higher than in 2019?,1,2021-01-01T00:00:00Z,457
1463,https://www.metaculus.com/api2/questions/1463/,Will Donald Trump tweet about QAnon before the end of October?,0,2018-10-05T07:00:00Z,85
234,https://www.metaculus.com/api2/questions/234/,Will NASA (re)join the (e)LISA space mission for detecting gravitational waves?,0,2016-12-15T00:00:00Z,95
1046,https://www.metaculus.com/api2/questions/1046/,Will Michael Phelps be tempted out of retirement to compete in the 2020 Olympics?,0,2018-12-31T05:15:00Z,221
302,https://www.metaculus.com/api2/questions/302/,Will Google release a chatbot in 2016?,0,2016-09-15T18:20:53Z,76
188,https://www.metaculus.com/api2/questions/188/,Will Planet Nine be found in 2016?,0,2016-07-31T13:00:00Z,180
613,https://www.metaculus.com/api2/questions/613/,Will the James Webb Telescope Launch prior to 2020?,0,2018-07-21T01:56:00Z,244
5441,https://www.metaculus.com/api2/questions/5441/,Will there be a terrorist attack in an OECD founding member state causing more than 3 deaths between November 3rd 2020 and up until March 1st 2021?,0,2020-10-30T04:59:00Z,229
3709,https://www.metaculus.com/api2/questions/3709/,Will the WHO or North Korean Government confirm any COVID-19 cases in North Korea by 2020-05-17?,0,2020-05-15T03:59:00Z,824
1042,https://www.metaculus.com/api2/questions/1042/,Will we find the remains of missing Malaysia Air flight 370 by summer's end?,0,2018-09-23T04:59:00Z,206
10492,https://www.metaculus.com/api2/questions/10492/,"Will Mariupol be under Russian control on June 1, 2022?",1,2022-05-31T16:00:00Z,1368
112,https://www.metaculus.com/api2/questions/112/,Will Google's AlphaGo beat Go player Lee Sedol in March 2016?,1,2016-03-08T16:00:00Z,185
6781,https://www.metaculus.com/api2/questions/6781/,Will a member of Congress be charged during 2021 with a felony in connection with the Capitol riot?,0,2021-09-01T03:59:00Z,95
172,https://www.metaculus.com/api2/questions/172/,Will online voting spread in the US before the next presidential election?,0,2020-01-01T00:00:00Z,387
3038,https://www.metaculus.com/api2/questions/3038/,[Short Fuse] Will no Prime Minister of Italy be named in August 2019?,0,2019-08-31T21:59:00Z,153
6643,https://www.metaculus.com/api2/questions/6643/,Will Apple release a new iMac based on Apple silicon in 2021?,1,2021-05-31T22:00:00Z,71
524,https://www.metaculus.com/api2/questions/524/,Will Elon Musk step down as CEO of Tesla by mid-2018?,0,2017-12-15T08:00:00Z,134
10197,https://www.metaculus.com/api2/questions/10197/,"Will any NATO country invoke Article 5 by June 30, 2022?",0,2022-06-29T16:00:00Z,779
1003,https://www.metaculus.com/api2/questions/1003/,Will big ISPs bundle website access in the post-net neutrality age?,0,2018-08-15T07:00:00Z,135
6644,https://www.metaculus.com/api2/questions/6644/,Will Apple fail to deliver a new Mac Pro based on Apple silicon in 2021?,1,2021-05-31T22:00:00Z,105
3921,https://www.metaculus.com/api2/questions/3921/,Will the US federal government shut down all non-essential services by 2020-04-19?,0,2020-04-11T06:59:00Z,197
734,https://www.metaculus.com/api2/questions/734/,Will the Democrats nominate someone from Generation X for president in 2020?,0,2020-02-01T08:00:00Z,344
8994,https://www.metaculus.com/api2/questions/8994/,Will Jaedon Whyte qualify for the USA IMO team before 2023?,0,2022-07-02T04:00:00Z,43
3779,https://www.metaculus.com/api2/questions/3779/,Will all major 2020 US presidential candidates survive the COVID-19 epidemic?,1,2020-09-01T21:59:00Z,721
5033,https://www.metaculus.com/api2/questions/5033/,Will Edward Snowden receive a federal pardon by January 20th 2021?,0,2020-12-01T08:00:00Z,209
2951,https://www.metaculus.com/api2/questions/2951/,Will the US FDA grant Neuralink permission to implant a brain-machine interface device in a human before 1 January 2022?,0,2020-05-31T23:00:00Z,206
1582,https://www.metaculus.com/api2/questions/1582/,Will UK have general elections before 29 March 2019?,0,2018-12-15T23:00:00Z,142
1347,https://www.metaculus.com/api2/questions/1347/,Will there be a significant increase in worldwide search interest in the term â€œpower outageâ€ reported by Google Trends between 24 August 2018 and 7 September 2018?,0,2018-08-23T18:01:00Z,64
4425,https://www.metaculus.com/api2/questions/4425/,Will Israel annex  the Jordan Valley in the West Bank by  the end of 2020?,0,2020-11-30T22:00:00Z,400
6776,https://www.metaculus.com/api2/questions/6776/,Will the PlayStation 5 sell more units than the Nintendo Switch in 2021?,0,2021-05-20T20:54:00Z,67
6296,https://www.metaculus.com/api2/questions/6296/,Will the US unemployment rate stay above 5% through November 2021?,0,2021-10-01T23:00:00Z,498
1599,https://www.metaculus.com/api2/questions/1599/,Will Louis C.K. release a stand-up special before 2021?,1,2019-12-31T23:59:00Z,107
1670,https://www.metaculus.com/api2/questions/1670/,"Will the DJIA hit 25,000 before it next touches 20,000?",1,2019-02-01T00:00:00Z,237
2588,https://www.metaculus.com/api2/questions/2588/,Will Tesla have a higher market capitalization than Ford on 01 January 2020?,1,2019-05-31T23:00:00Z,271
2794,https://www.metaculus.com/api2/questions/2794/,Will either the Japanese or Norwegian government blame Iran for the June 2019 Gulf of Oman incident?,0,2019-09-02T22:00:00Z,112
225,https://www.metaculus.com/api2/questions/225/,Will 2016 see the smallest extent of Arctic Sea ice in recorded history?,0,2016-07-01T08:00:00Z,64
3029,https://www.metaculus.com/api2/questions/3029/,[Short Fuse] Will more than 10% of flights departing from Hong Kong Intl. Airport be cancelled on the 16th of August 2019?,0,2019-08-15T20:00:00Z,56
5105,https://www.metaculus.com/api2/questions/5105/,Will Stephen Bannon be found guilty of fraud?,0,2024-12-31T23:00:00Z,334
179,https://www.metaculus.com/api2/questions/179/,Will a non-test nuclear weapon be detonated by 2020?,0,2017-12-01T00:00:00Z,300
7603,https://www.metaculus.com/api2/questions/7603/,"Will the US CDC announce that they are tracking a SARS-CoV-2 variant that they classify as a variant of high consequence (VOHC) before August 1, 2022?",0,2021-11-01T16:00:00Z,107
325,https://www.metaculus.com/api2/questions/325/,Will AI automation of jobs be essentially ignored in the US presidential race?,1,2016-10-03T00:00:00Z,105
