,num,prompt,answer,engine
35,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
36,0,"0
Question: Height of Mount Everest (in meters).
Answer:",The,gpt-neo-20b
37,0,"0
Question: Height of Mount Everest (in meters).
Answer:",The,gpt-neo-20b
38,0,"0
Question: Height of Mount Everest (in meters).
Answer:", problem,gpt-neo-20b
39,0,"0
Question: Height of Mount Everest (in meters).
Answer:", problem,gpt-neo-20b
40,0,"0
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
41,0,"0
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
42,0,"0
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
43,0,"0
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
44,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
45,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
46,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
47,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
48,0,"0
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
49,0,"0
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
50,0,"0
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
51,0,"0
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
52,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
53,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
54,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
55,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
56,0,"0
Question: Height of Mount Everest (in meters).
Answer:",The,gpt-neo-20b
57,0,"0
Question: Height of Mount Everest (in meters).
Answer:",The,gpt-neo-20b
58,0,"0
Question: Height of Mount Everest (in meters).
Answer:", problem,gpt-neo-20b
59,0,"0
Question: Height of Mount Everest (in meters).
Answer:", problem,gpt-neo-20b
60,0,"0
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
61,0,"0
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
62,0,"0
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
63,0,"0
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
64,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
65,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
66,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
67,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
68,0,"0
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
69,0,"0
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
70,0,"0
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
71,0,"0
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
72,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
73,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
74,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
75,0,"0
Question: Height of Mount Everest (in meters).
Answer:",The,gpt-neo-20b
76,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
77,0,"0
Question: Height of Mount Everest (in meters).
Answer:", problem,gpt-neo-20b
78,0,"0
Question: Height of Mount Everest (in meters).
Answer:",The,gpt-neo-20b
79,0,"0
Question: Height of Mount Everest (in meters).
Answer:", problem,gpt-neo-20b
80,0,"0
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
81,0,"0
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
82,0,"0
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
83,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
84,0,"0
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
85,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
86,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
87,0,"0
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
88,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
89,0,"0
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
90,0,"0
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
91,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
92,0,"0
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
93,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
94,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
95,0,"0
Question: Height of Mount Everest (in meters).
Answer:",The,gpt-neo-20b
96,0,"0
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
97,0,"0
Question: Height of Mount Everest (in meters).
Answer:", problem,gpt-neo-20b
98,0,"0
Question: Height of Mount Everest (in meters).
Answer:",The,gpt-neo-20b
99,0,"0
Question: Height of Mount Everest (in meters).
Answer:", problem,gpt-neo-20b
100,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
101,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
102,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
103,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
104,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
105,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
106,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
107,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
108,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
109,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
110,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
111,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
112,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
113,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
114,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
115,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
116,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
117,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
118,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
119,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
120,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
121,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
122,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
123,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
124,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
125,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
126,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
127,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
128,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
129,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
130,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
131,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
132,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
133,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
134,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
135,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
136,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
137,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
138,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
139,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
140,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
141,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
142,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
143,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
144,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
145,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
146,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
147,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
148,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
149,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
150,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
151,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
152,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
153,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
154,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
155,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
156,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
157,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
158,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
159,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
160,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
161,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
162,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
163,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
164,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
165,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
166,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
167,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
168,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
169,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
170,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
171,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
172,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
173,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
174,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
175,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
176,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
177,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
178,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
179,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
180,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
181,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
182,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
183,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
184,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
185,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
186,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
187,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
188,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
189,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
190,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
191,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
192,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
193,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
194,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
195,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
196,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
197,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
198,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
199,10000,"10000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
200,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
201,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
202,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
203,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
204,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
205,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
206,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
207,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
208,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
209,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
210,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
211,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
212,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
213,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
214,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
215,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
216,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
217,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
218,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
219,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
220,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
221,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
222,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
223,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
224,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
225,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
226,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
227,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
228,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
229,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
230,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
231,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
232,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
233,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
234,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
235,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
236,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
237,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
238,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
239,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
240,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
241,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
242,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
243,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
244,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
245,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
246,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
247,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
248,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
249,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
250,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
251,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
252,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
253,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
254,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
255,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
256,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
257,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
258,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
259,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
260,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
261,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
262,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
263,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
264,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
265,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
266,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
267,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
268,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
269,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
270,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
271,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
272,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
273,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
274,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
275,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
276,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
277,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
278,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
279,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
280,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
281,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:", 8,gpt-neo-20b
282,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
283,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",",",gpt-neo-20b
284,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
285,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",8,gpt-neo-20b
286,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
287,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
288,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
289,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
290,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
291,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
292,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
293,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
294,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
295,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
296,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
297,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
298,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
299,20000,"20000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
300,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
301,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
302,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
303,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",48,gpt-neo-20b
304,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
305,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",.,gpt-neo-20b
306,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
307,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",4,gpt-neo-20b
308,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
309,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
310,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
311,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
312,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
313,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",A,gpt-neo-20b
314,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
315,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:",:,gpt-neo-20b
316,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
317,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
318,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
319,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:","
",gpt-neo-20b
320,30000,"30000
Question: Height of Mount Everest (in meters).
Answer:", 88,gpt-neo-20b
