,engine,max_tokens,temperature,prompt,stream,question,repetition_penalty,n,answer
49,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
50,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
51,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
52,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
53,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
54,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
55,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
56,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
57,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
58,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
59,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
60,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
61,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
62,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
63,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
64,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
65,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
66,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
67,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
68,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
69,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
70,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
71,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
72,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
73,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
74,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
75,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
76,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
77,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
78,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
79,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
80,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
81,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
82,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
83,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
84,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
85,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Height of Mount Everest (in feet).
A:",True,Height of Mount Everest (in feet),8,5,!!
86,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
87,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
88,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
89,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
90,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
91,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
92,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
93,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
94,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
95,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
96,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
97,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
98,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
99,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
100,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
101,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
102,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
103,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
104,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
105,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
106,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
107,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
108,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
109,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
110,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
111,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
112,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
113,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
114,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
115,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
116,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
117,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
118,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
119,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
120,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
121,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
122,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
123,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
124,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
125,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
126,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
127,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
128,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
129,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
130,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
131,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
132,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
133,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
134,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
135,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Amount of meat eaten per year by average American (in pounds).
A:",True,Amount of meat eaten per year by average American (in pounds),8,5,35
136,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
137,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
138,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
139,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
140,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
141,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
142,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
143,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
144,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
145,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
146,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
147,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
148,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
149,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
150,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
151,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
152,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
153,gpt-j-6b,10,0.9,"
Q: Amount of feet in a meter.
A: 3.28084

Q: Distance from San Francisco to New York City (in miles).
A:",True,Distance from San Francisco to New York City (in miles),8,5,__
